"GID","GeneticGroup","CBSDRS","DM","HI","logFYLD","logRTNO","logTOPYLD","MCBSDS","MCMDS"
"C2_GS_2018_1358","UgGSC2",0.30006914930937,-1.00504410558249,0.0267194063396212,0.0541700419024314,0.141305735085864,-0.0543908347556604,0.284217190101773,-0.00652667112956411
"C2_GS_2018_1359","UgGSC2",0.202407239924321,-0.681968310948863,-0.0466449372871334,-0.182221639684322,0.0661391857198122,-0.0595466400461528,0.206550477376053,-0.121461873289092
"C2_GS_2018_136","UgGSC2",-0.0664097365853106,1.10576562961989,-0.000482581908415211,0.193096348435001,0.197633092874597,0.181694819755909,-0.11422343753458,0.034435934380781
"C2_GS_2018_1360","UgGSC2",0.735534510529152,-0.695586739037361,-0.0695240029581452,-0.327606301058203,0.00549542943407246,-0.0231637352752916,0.0221830749443674,-0.103062419907352
"C2_GS_2018_1361","UgGSC2",0.353263943243358,-0.130825249856913,-0.0175886101896842,-0.152304963425848,0.186018930831648,-0.076968033290168,0.266731695581544,-0.176451289122259
"C2_GS_2018_1363","UgGSC2",0.405988570722225,-0.326089466761941,-0.0142740872387254,-0.198420610147945,0.126834552801334,-0.121238003271902,0.106733824744492,-0.0793231956562016
"C2_GS_2018_1364","UgGSC2",0.402710957849013,-1.0852898150703,-0.0112409314215966,-0.218394216172953,0.00315737366893839,-0.103026378775598,0.00976121700721712,-0.0140428973096347
"C2_GS_2018_1367","UgGSC2",0.394349506550267,-0.309474309653063,-0.0173393687966787,-0.20079867953388,0.303790905226824,-0.0631321000598328,-0.0813256676634567,-0.0597349671542704
"C2_GS_2018_1368","UgGSC2",0.198718872321201,-0.49123481112228,-0.0484554288728063,-0.217940703852093,0.0619735011514282,-0.0580094538271902,0.366598753253722,-0.139102166956652
"C2_GS_2018_137","UgGSC2",0.11905294033926,0.237371816280263,0.0107854002129059,0.102615101142111,0.149311031042571,0.100730714280637,-0.0283590851443424,-0.0643404300353857
"C2_GS_2018_1371","UgGSC2",0.0082866381536052,0.423071787523571,-0.00437269171196865,-0.162257864686722,0.306777631748663,-0.0815493440089152,0.0802268469302401,-0.143592102722128
"C2_GS_2018_1374","UgGSC2",0.257436061835337,-0.433309405560258,0.00436954938785644,-0.194142273135739,0.213735725497404,-0.0963248998950465,-0.0779242452064876,-0.00745323517773284
"C2_GS_2018_1379","UgGSC2",0.116041147662495,-0.627669725665179,-0.0164396560404333,-0.169974234174341,0.107122490781643,-0.0802915394948941,0.0251875556332326,-0.155806341787929
"C2_GS_2018_1383","UgGSC2",-0.00967520292917764,-0.508296336984205,0.0254961320248483,0.0428560556885018,-0.109183500117928,-0.0368198402944236,0.117220124244685,0.0921920935838063
"C2_GS_2018_1391","UgGSC2",-0.612492551075671,0.467063875816754,0.0324146126416275,0.0879766075472257,-0.173688112188337,-0.0735208657071851,0.182238019923476,0.182335514004496
"C2_GS_2018_1398","UgGSC2",-0.519356534944051,0.952630902193161,0.0457550818204745,0.323327548973938,0.222909569692144,0.0948933913457506,0.192940253451388,0.0557703014521325
"C2_GS_2018_14","UgGSC2",-0.497543165315181,2.68534373066495,-0.0493953963764568,0.0587085626995099,0.085561818819939,0.130213336537871,0.0565232819057471,0.0294865012436502
"C2_GS_2018_140","UgGSC2",0.158602624338578,-0.428003397199232,0.0247857617447221,0.00117015385391026,-0.119869600818405,-0.0411437427069614,-0.0870653654802242,0.141419280570368
"C2_GS_2018_1415","UgGSC2",-0.0246338315493876,-0.0927717138624547,0.0292041414340601,0.120991663655821,-0.0989300490105264,0.0695673214122434,0.214532191537594,0.0019951917699382
"C2_GS_2018_1419","UgGSC2",-0.0921281396887684,-0.107211790461634,0.0474187837904134,-0.0898875452324376,-0.0717784645179027,-0.144265222788692,0.287703333172303,-0.00840300658971668
